,vintage,age,gender,dependents,occupation,city,customer_nw_category,branch_code,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,churn,last_transaction
24755,2067,56,Female,0.0,self_employed,1096.0,2,337,6378.39,6235.53,6105.66,5504.12,142.93,209.23,0.07,0.07,6329.13,6114.64,0,2019-12-13
24757,2457,30,Male,0.0,salaried,1356.0,2,801,7600.94,8221.86,8351.36,8184.75,0.41,357.56,0.41,828.56,7912.4,8403.72,0,2019-11-20
24758,2201,43,Male,0.0,salaried,623.0,1,1041,1962.78,1969.62,3551.5,3723.45,0.43,0.43,0.43,17500.16,1964.43,4849.61,0,2019-09-19
24759,1786,61,Female,0.0,self_employed,1096.0,3,2024,3336.19,2836.19,3144.35,4679.54,500.09,428.66,0.09,334.36,3157.87,2896.18,0,2019-12-25
24760,2202,68,Female,0.0,retired,409.0,1,1565,6740.98,6925.31,5056.15,3818.84,0.44,13523.69,1535.73,10736.09,5693.29,5237.4,0,2019-11-16
24761,2435,47,Male,0.0,salaried,1232.0,2,437,6460.88,6618.28,6846.55,3803.87,0.04,540.23,0.04,3571.47,6591.14,7072.13,0,2019-11-03
24763,2231,53,Female,0.0,self_employed,1525.0,3,2504,8260.36,8545.65,8530.99,7850.33,142.96,0.1,417.04,0.1,8471.43,8545.65,0,2019-12-11
24764,2418,56,Male,0.0,salaried,334.0,3,1587,3225.28,3171.91,3205.95,2789.98,144.04,142.91,90.67,180.31,3244.87,3189.82,0,2019-12-08
24765,2406,84,Male,0.0,retired,1020.0,2,84,1650.28,1483.98,1623.72,1749.83,166.77,32.33,0.47,0.47,1547.06,1478.84,0,2019-12-21
24766,1976,62,Male,0.0,salaried,1477.0,3,724,1430.27,1430.27,1464.07,1629.7,0.1,0.1,0.1,0.1,1430.27,1430.27,0,2019-09-14
24768,1916,11,Male,0.0,student,221.0,3,68,1914.65,1914.65,1914.65,1902.52,0.23,0.23,0.23,0.23,1914.65,1914.65,0,NaT
24770,2236,62,Male,0.0,salaried,665.0,2,1251,1983.14,1779.75,1617.22,1302.46,137.71,206.1,0.57,0.57,1787.37,1619.56,1,2019-12-31
24771,2149,76,Female,0.0,self_employed,1181.0,2,477,2247.4,2242.51,2243.35,2218.5,0.2,0.2,0.2,0.2,2245.04,2242.51,0,NaT
24772,1837,90,Male,0.0,self_employed,680.0,1,565,1242.34,1242.34,2601.88,6716.92,0.27,178.84,0.27,2857.41,1242.34,2218.08,1,2019-11-26
24774,1880,38,Female,0.0,self_employed,1271.0,3,661,1444.46,1444.46,1444.46,1436.94,0.47,0.47,0.47,0.47,1444.46,1444.46,0,2019-03-05
24775,2110,36,Male,0.0,salaried,1232.0,3,1926,313.66,313.66,1554.86,319.76,0.7,0.7,0.7,0.7,313.66,313.66,1,2019-10-08
24776,2382,43,Female,0.0,self_employed,1232.0,2,814,2190.54,2354.83,2448.11,3270.6,0.54,0.54,0.54,0.54,2292.51,2425.1,0,2019-05-11
24777,2097,71,Male,0.0,retired,318.0,2,35,3288.19,3288.19,3288.19,3267.4,0.23,0.23,0.23,0.23,3288.19,3288.19,0,2019-06-30
24778,2297,39,Male,0.0,salaried,1096.0,1,3,4104.43,4391.45,3650.82,2044.98,1333.4,1453.09,1795.8,1852.86,3413.77,3734.6,0,2019-12-31
24779,2102,26,Female,0.0,salaried,1084.0,1,258,1561.28,2000.19,2125.42,1151.1,0.56,0.56,313.87,1398.77,1736.97,2742.16,1,2019-07-31
24780,2357,68,Male,0.0,self_employed,409.0,2,2005,4213.84,3999.55,3999.03,3751.1,214.97,0.69,0.69,0.69,4147.33,3925.96,0,2019-12-11
24782,2361,56,Male,0.0,self_employed,1020.0,2,170,6939.97,6939.97,6939.97,6900.1,0.37,0.37,0.37,0.37,6939.97,6939.97,0,2019-01-25
24784,1536,72,Male,2.0,retired,575.0,2,572,5522.48,5764.0,5913.07,893.55,1.9,1.1,241.87,1408.73,5537.28,6147.93,0,2019-12-11
24785,2211,64,Male,0.0,retired,1084.0,3,175,1727.73,1366.17,1738.06,2173.18,893.73,0.03,57.69,336.74,1638.93,1640.01,0,2019-12-30
24788,1239,33,Male,0.0,self_employed,653.0,3,3418,1253.99,1345.49,1767.1,3073.28,0.26,716.46,20.33,1428.83,1324.87,1791.82,1,2019-11-13
24789,1987,23,Female,0.0,salaried,435.0,2,605,3726.82,3726.82,3522.21,3689.01,12.49,14.63,12.49,3714.63,3726.82,3127.28,0,2019-12-20
24792,1592,28,Male,0.0,student,1020.0,2,357,7002.19,6715.64,4930.16,1570.76,0.31,5714.6,26.46,1828.89,7009.03,6316.1,0,2019-11-07
24794,2390,36,Female,0.0,salaried,162.0,2,860,2341.93,2213.36,2301.27,2369.68,143.51,0.66,0.66,0.66,2301.53,2227.18,0,2019-12-14
24795,1875,64,Female,1.0,self_employed,1232.0,2,149,4381.5,4756.21,3274.47,5011.49,202.94,3414.53,600.24,790.41,4458.64,2597.48,0,2019-12-25
24797,2074,64,Male,0.0,self_employed,736.0,2,1526,2532.89,2375.69,2310.99,2172.59,0.47,0.47,292.44,292.44,2481.32,2283.84,0,2019-06-12
24800,2340,40,Female,0.0,salaried,1020.0,3,15,1429.07,1429.07,1429.07,1564.24,0.5,0.5,0.5,0.5,1429.07,1429.07,0,NaT
24802,2255,80,Male,0.0,retired,334.0,1,206,965.75,6546.46,2456.54,2249.35,0.03,4285.74,4285.74,1714.31,2246.47,2407.9,1,2019-11-30
24810,1258,30,Female,0.0,student,409.0,1,1672,2810.5,2810.5,2810.5,2634.39,0.37,0.37,0.37,0.37,2810.5,2810.5,0,2019-07-14
24811,1108,31,Male,0.0,self_employed,1086.0,2,2605,922.92,1137.2,1614.56,3862.86,3.4,0.11,214.4,1380.1,1018.86,1919.09,0,2019-12-04
24812,2079,46,Female,0.0,self_employed,578.0,2,264,5550.26,4290.2,3816.17,7078.78,1617.51,1617.51,0.31,0.31,4470.51,4217.55,0,2019-12-27
24816,2361,38,Female,0.0,self_employed,334.0,3,136,7675.96,8084.5,3918.89,1100.93,0.56,0.56,409.09,207.05,7972.77,3743.86,0,2019-03-29
24817,2334,35,Female,0.0,self_employed,1597.0,2,170,2619.38,2619.38,2619.38,2589.71,0.4,0.4,0.4,0.4,2619.38,2619.38,0,2019-05-21
24818,1786,45,Male,2.0,self_employed,1494.0,3,209,1285.99,1960.84,2428.6,1650.58,1211.61,6.92,1838.29,4009.51,2112.51,4003.09,0,2019-12-31
24819,2236,31,Male,0.0,salaried,1589.0,2,3069,50.25,798.16,2225.76,5167.88,0.46,0.46,893.31,3729.03,169.0,1902.82,1,2019-05-07
24820,2160,15,Female,0.0,student,1150.0,1,108,1550.46,1479.03,1455.46,1235.31,0.66,0.66,0.66,0.66,1525.83,1455.99,0,2019-05-24
24821,1785,55,Male,0.0,salaried,1096.0,3,1664,2643.94,1691.9,2019.06,6435.01,941.44,951.11,0.2,2143.06,2607.76,1756.78,0,2019-12-04
24822,2326,54,Male,1.0,salaried,1046.0,2,102,1429.09,8550.51,7905.19,15782.4,657.66,657.49,181429.09,21.94,19024.92,3165.69,0,2019-12-10
24823,1977,25,Male,0.0,student,623.0,1,521,2266.57,2258.5,2360.49,2312.92,0.51,0.51,0.51,0.51,2265.18,2258.5,0,2019-09-25
24824,1849,26,Male,0.0,salaried,334.0,1,76,917.24,52.9,1940.96,1441.92,0.4,0.4,214.62,2568.69,965.03,2232.52,0,NaT
24825,2305,26,Female,0.0,salaried,409.0,2,1566,2574.03,2916.89,2765.47,2659.54,0.23,0.23,914.51,0.23,2751.37,2769.42,0,2019-10-09
24828,2447,33,Male,0.0,salaried,623.0,2,126,2786.85,1311.72,1856.0,3908.52,1733.23,442.0,227.0,434.34,1694.26,1112.76,0,2019-12-31
24831,2056,43,Female,0.0,self_employed,409.0,2,3,785.13,75.93,2947.98,3490.24,0.23,0.23,1438.21,3775.16,736.45,2432.76,0,2019-01-15
24833,2241,27,Male,0.0,salaried,334.0,2,24,2504.2,2636.0,2636.23,1803.78,1128.76,357.33,424.84,424.84,3011.68,2687.56,0,2019-12-14
24834,1852,38,Female,0.0,self_employed,146.0,2,1569,7366.03,6807.78,7032.91,7880.5,0.63,0.63,143.49,132.86,7914.6,6759.13,0,2019-10-18
24836,2344,22,Female,0.0,student,334.0,2,1865,1786.13,3571.84,3236.49,2913.05,0.41,0.41,22006.11,27095.74,4187.61,3203.86,0,2019-04-25
24839,1983,70,Male,2.0,self_employed,656.0,1,341,8236.11,7860.03,8914.29,10980.69,1468.8,1472.17,217.31,212.19,8321.65,7684.99,0,2019-12-08
24840,2190,86,Male,0.0,retired,1096.0,2,43,5328.23,5241.55,5258.9,2700.77,87.11,86.26,0.44,0.44,5318.61,5232.64,0,2019-12-07
24842,2017,33,Female,0.0,self_employed,649.0,1,54,7149.14,6466.28,6265.61,4932.83,897.24,897.24,0.1,0.1,6949.53,6250.61,0,2019-12-11
24844,2217,27,Female,0.0,salaried,146.0,2,9,1625.36,2011.79,1591.36,1627.34,327.87,327.87,714.3,82.16,1378.66,1820.52,0,2019-12-27
24845,1944,57,Female,0.0,self_employed,1020.0,2,1799,3172.72,4173.0,3959.98,4156.04,0.39,378.39,1000.59,753.48,3821.76,4284.71,0,2019-11-21
24847,2154,66,Female,0.0,self_employed,1020.0,2,373,1705.68,1951.54,1935.83,1900.42,46.97,138.27,940.59,295.96,1731.64,1931.13,0,2019-12-11
24848,1835,44,Male,0.0,self_employed,1020.0,3,3354,1195.05,1866.51,3659.02,4807.11,0.5,3571.93,443.3,3990.53,1495.35,3891.62,0,2019-11-19
24849,2205,90,Male,0.0,self_employed,1096.0,2,1375,3437.5,3437.5,3437.5,3415.72,0.09,0.09,0.09,0.09,3437.5,3437.5,0,NaT
24851,2429,42,Female,0.0,self_employed,1020.0,2,47,2716.85,3662.64,3474.16,1644.53,0.49,1429.06,714.77,1634.61,2858.67,4335.85,0,2019-11-08
24853,2054,53,Male,2.0,self_employed,1494.0,2,896,521.72,1399.2,1695.11,1776.33,0.49,654.5,1564.77,2857.63,613.43,1869.85,1,2019-11-09
24854,2364,44,Male,0.0,self_employed,1020.0,2,920,8070.32,8070.32,8145.18,8648.36,0.49,0.49,0.49,134.36,8070.32,8161.01,0,2019-08-26
24855,1837,40,Male,0.0,self_employed,1020.0,2,582,3643.42,3643.42,3611.16,3555.97,0.66,72.09,0.66,0.66,3643.42,3618.07,0,2019-11-13
24856,2139,61,Female,2.0,self_employed,491.0,2,279,5969.35,5954.25,5994.45,6115.24,13.53,13.53,0.61,64.2,5968.14,6011.68,0,2019-12-03
24857,1573,35,Male,0.0,self_employed,1271.0,1,101,2734.39,2923.79,3474.68,1904.51,469.34,3297.92,571.44,2443.47,3212.79,2174.35,0,2019-12-31
24859,2301,22,Male,0.0,student,1326.0,2,657,2838.62,2481.48,3259.63,5589.43,428.99,107.56,143.27,1500.41,2683.45,2944.61,1,2019-12-18
24860,2098,29,Female,0.0,salaried,1096.0,2,92,3998.3,3457.85,3411.32,3575.88,1443.65,643.65,932.47,407.44,3418.16,3521.12,0,2019-12-31
24861,1983,70,Female,1.0,self_employed,623.0,2,512,1970.89,1785.18,1669.01,1089.18,0.39,0.39,0.39,0.39,1862.02,1677.34,0,2019-01-18
24862,2341,72,Male,0.0,self_employed,1525.0,1,146,6118.87,6762.7,6496.65,8154.65,1.54,319.73,600.31,43.17,6399.04,6722.2,0,2019-12-27
24865,2167,34,Male,0.0,salaried,334.0,3,1290,3013.53,3059.25,3110.21,3015.42,0.43,0.43,46.14,0.43,3021.41,3059.25,0,NaT
24867,2370,71,Male,0.0,retired,649.0,2,75,2066.93,2542.64,2497.03,1943.65,0.11,0.11,890.11,0.11,2528.55,2541.26,0,2019-10-11
24869,2449,25,Male,0.0,student,1494.0,3,1416,3813.42,3884.85,3977.7,3846.63,0.17,0.17,0.17,0.17,3845.44,3914.8,0,2019-08-27
24870,2337,50,Male,0.0,self_employed,996.0,2,1307,699.34,1432.18,1501.97,374.65,0.53,0.53,714.81,429.1,971.5,1704.65,1,2019-10-09
24871,2251,15,Female,0.0,student,1477.0,2,2183,291.76,291.76,3870.87,7246.31,0.19,0.19,0.19,7000.19,291.76,4029.08,1,2019-03-12
24872,1981,47,Male,0.0,salaried,1020.0,3,47,6246.77,5939.65,5042.36,3454.27,1466.64,1431.43,1161.48,986.61,5505.09,5091.58,0,2019-12-31
24873,1935,54,Male,0.0,self_employed,1494.0,3,388,2010.32,2010.32,2409.69,2767.88,0.49,0.49,0.49,714.77,2010.32,2468.95,0,NaT
24874,1813,55,Male,0.0,salaried,1076.0,3,2802,2356.28,2356.28,2466.12,2004.24,179.17,422.81,136.31,493.46,2390.51,2506.55,0,2019-12-07
24876,2369,36,Male,2.0,salaried,1084.0,2,540,1817.92,4016.29,2553.71,3171.07,775.61,1763.13,2759.7,1224.35,1865.36,3145.61,1,2019-12-31
24877,2265,55,Male,0.0,salaried,1215.0,2,169,2501.42,5770.07,2993.79,2585.71,0.39,5000.39,4015.24,2532.1,2328.39,3178.91,0,2019-11-28
24878,1699,13,Male,0.0,self_employed,146.0,2,77,1511.09,1511.09,1511.09,1501.52,0.63,0.63,0.63,0.63,1511.09,1511.09,0,NaT
24880,1356,49,Male,0.0,self_employed,1232.0,2,825,3806.69,3806.69,3806.69,3782.58,0.39,0.39,0.39,0.39,3806.69,3806.69,0,NaT
24881,2108,65,Male,0.0,retired,834.0,3,28,3268.77,3268.77,3360.93,4054.86,0.64,0.64,0.64,0.64,3268.77,3268.77,0,2019-10-11
24882,1959,35,Female,0.0,self_employed,942.0,2,231,501.12,7643.98,3510.64,1531.27,0.3,7267.74,7143.16,0.3,5673.53,3183.62,1,2019-11-20
24885,1964,76,Male,0.0,retired,1241.0,3,1035,2146.28,1854.13,1542.13,1213.65,324.74,1574.06,12.64,428.7,2076.49,2019.46,0,2019-12-13
24886,2242,7,Male,0.0,student,575.0,1,1202,2835.21,2835.21,3506.09,4035.93,0.21,0.21,0.21,1428.79,2835.21,3618.62,1,2019-10-19
24889,2175,33,Male,0.0,salaried,146.0,2,2011,6999.05,5970.27,5071.7,3754.01,714.33,0.04,442.9,3257.19,5451.14,5228.99,0,2019-12-14
24893,2400,56,Female,0.0,salaried,1258.0,3,1280,1872.25,2015.23,1721.04,1360.41,0.1,0.1,0.1,28.67,1896.9,1950.0,0,2019-10-30
24894,2432,37,Female,0.0,salaried,146.0,2,354,5377.4,5292.24,5275.46,4989.84,94.81,95.03,0.19,0.19,5359.78,5275.71,0,2019-12-09
24899,2299,33,Female,0.0,salaried,409.0,3,1664,6091.23,5705.66,5748.28,4936.83,0.43,0.43,0.43,255.06,5998.16,5639.21,0,2019-10-09
24900,1096,39,Male,4.0,salaried,531.0,3,17,6854.08,7821.25,6635.62,5612.12,0.26,0.26,1272.5,371.34,7084.64,7364.22,0,2019-10-01
24901,2166,71,Female,0.0,self_employed,279.0,3,948,3232.21,3224.01,3221.21,3159.28,0.53,0.53,0.53,0.53,3226.66,3223.04,0,2019-05-10
24903,2322,43,Female,0.0,self_employed,1115.0,1,217,1938.97,1183.1,6839.05,1152.4,351.21,15339.07,0.14,15714.43,1770.48,3640.5,0,2019-12-10
24904,2317,66,Male,1.0,retired,15.0,2,6,1768.93,1414.08,1943.14,5909.42,0.46,0.46,329.03,686.17,1876.43,1624.74,0,2019-09-27
24906,2319,53,Female,0.0,self_employed,1020.0,1,79,6649.95,4935.66,4479.92,886.23,1714.5,1285.93,0.21,0.21,6029.26,4382.67,0,2019-12-24
24908,1810,33,Female,0.0,self_employed,334.0,3,260,1812.75,1741.32,1769.94,1843.04,0.33,0.33,71.76,0.33,1805.36,1741.32,0,2019-03-21
24909,2185,32,Male,0.0,salaried,1456.0,3,1860,1482.08,1482.08,1454.43,1402.34,0.37,71.8,0.37,0.37,1482.08,1470.56,0,2019-11-07
24910,1617,28,Female,0.0,self_employed,1496.0,2,519,2294.03,949.64,1945.35,1697.54,1763.62,500.3,0.3,1428.87,2167.8,2078.67,0,2019-12-31
24911,1920,46,Female,0.0,self_employed,1439.0,2,2355,1662.63,1662.63,2508.1,3074.46,0.43,0.43,0.43,1429.0,1662.63,2768.62,0,NaT
24912,2331,11,Female,0.0,student,1020.0,2,686,2394.07,2394.07,2394.07,2379.54,0.04,0.04,0.04,0.04,2394.07,2394.07,0,NaT
24915,2235,63,Male,0.0,self_employed,853.0,3,3214,5350.84,5375.38,4477.1,2817.27,0.39,2128.96,21.81,0.39,5357.51,5214.55,0,2019-11-05
24916,2294,27,Male,0.0,student,409.0,2,1955,4512.93,3193.52,4982.11,17103.35,4.61,2.11,30.92,3038.68,3433.51,4819.53,0,2019-12-26
24918,2253,34,Female,0.0,self_employed,491.0,2,1733,1603.9,1603.9,1603.9,1598.08,0.37,0.37,0.37,0.37,1603.9,1603.9,0,2019-04-21
24920,2396,40,Male,2.0,salaried,1232.0,3,104,1711.08,2947.02,2928.82,1633.08,0.46,0.46,919.23,564.4,2431.26,3369.31,0,2019-10-09
24921,2326,44,Male,0.0,self_employed,1511.0,3,1638,611.02,3468.17,2229.2,3331.78,0.51,1021.51,2857.66,792.51,1990.33,3514.55,0,2019-11-28
24922,2000,29,Male,0.0,salaried,1522.0,2,754,2799.83,3142.3,3104.74,3542.57,0.21,0.21,0.21,0.21,2811.64,3148.56,1,2019-09-04
24923,2011,30,Male,0.0,self_employed,524.0,2,3339,4374.26,3845.69,3766.24,3445.19,785.81,285.81,514.39,0.1,4098.89,3679.79,0,2019-12-28
24925,2109,56,Female,0.0,self_employed,621.0,3,8,1860.28,1860.28,1940.28,2120.92,0.56,0.56,0.56,0.56,1860.28,1860.28,0,2019-03-12
24926,1768,57,Female,0.0,self_employed,1096.0,2,249,3516.29,5755.2,5895.32,10420.08,714.7,0.41,2948.99,0.41,4723.93,5755.2,0,2019-12-17
24929,2028,45,Male,0.0,salaried,1232.0,3,104,3360.23,2201.92,2459.83,1347.81,0.33,0.33,14.6,167.97,2376.19,2364.01,0,2019-08-16
24930,2042,44,Male,0.0,salaried,1232.0,3,7,5579.87,5843.22,4406.01,4275.36,201.74,1570.33,2048.53,2013.12,5505.23,4870.58,0,2019-12-26
24931,2258,40,Female,2.0,self_employed,318.0,2,1307,3549.28,3549.28,3549.28,3526.8,0.54,0.54,0.54,0.54,3549.28,3549.28,0,NaT
24932,2230,64,Female,0.0,self_employed,409.0,3,1261,1454.94,1532.76,1634.06,1847.8,387.42,0.67,386.39,286.39,1498.56,1645.67,0,2019-12-09
24933,2068,45,Male,0.0,salaried,15.0,3,305,5841.68,608.33,1794.59,3885.64,0.11,756.76,669.2,1349.57,3351.02,1108.14,0,2019-11-09
24935,2223,57,Male,2.0,salaried,1020.0,3,212,273.27,3016.27,2514.59,2468.49,0.34,0.34,0.34,533.19,2145.29,3386.26,1,NaT
24936,2340,64,Female,0.0,self_employed,996.0,2,1307,4265.96,3804.19,4071.28,3606.59,533.63,533.63,74.24,989.39,4106.07,3949.87,0,2019-12-14
24937,2144,90,Male,0.0,self_employed,993.0,2,405,5490.01,5361.44,5392.48,5324.77,128.6,0.03,0.03,0.03,5454.55,5361.44,0,2019-12-11
24938,1815,78,Male,0.0,retired,1226.0,2,1013,2297.26,2340.46,2326.56,2278.67,103.17,31.76,87.59,21.73,2271.65,2326.3,0,2019-12-29
24941,2098,50,Male,0.0,salaried,1020.0,2,501,2127.05,1110.47,4316.79,2145.99,0.64,7643.5,1272.12,16773.74,1426.55,4868.29,0,2019-11-08
24944,2028,38,Female,0.0,self_employed,834.0,2,40,3539.53,4080.78,3966.81,3757.1,0.49,0.49,429.06,1114.46,3813.04,4727.39,0,2019-10-25
24945,2292,46,Male,2.0,self_employed,1241.0,2,1035,2606.16,2603.29,2600.49,2180.92,0.33,0.33,0.33,0.33,2603.39,2601.83,0,2019-09-18
24946,2212,50,Male,0.0,salaried,1534.0,3,1258,4808.35,3518.32,2627.53,1699.49,1071.89,6429.03,0.46,2143.31,2437.56,3900.82,0,2019-12-14
24947,2253,53,Female,0.0,self_employed,1020.0,2,114,2587.59,1959.49,2442.32,1795.71,1248.08,1599.63,534.94,357.31,2350.11,1790.83,0,2019-12-31
24948,2301,52,Male,0.0,salaried,1289.0,2,805,781.59,1410.17,1694.78,4190.42,0.54,0.54,1143.4,143.4,1133.32,1527.22,0,2019-04-03
24951,2367,65,Male,2.0,salaried,200.0,3,1648,1230.87,1146.22,1887.99,2271.26,143.24,1143.24,0.39,1428.96,1242.11,1433.43,1,2019-12-08
24952,1658,57,Female,0.0,self_employed,623.0,2,81,2252.04,2252.04,2244.36,2204.68,0.09,20.49,0.09,0.09,2252.04,2249.41,0,2019-11-06
24954,2245,61,Female,0.0,self_employed,931.0,2,791,1732.51,1732.51,1899.4,1842.23,0.57,0.57,0.57,429.14,1732.51,2093.72,0,NaT
24956,2286,46,Female,0.0,self_employed,1525.0,3,38,2932.58,2929.72,2039.68,1439.67,225.94,1789.27,0.23,0.23,2931.0,1818.69,0,2019-12-18
24957,864,64,Female,0.0,self_employed,1096.0,2,248,2606.31,3441.33,3682.92,916.94,0.63,17581.32,837.87,17572.06,2748.9,6228.54,0,2019-11-19
24958,2160,38,Female,2.0,self_employed,905.0,2,634,1078.02,1078.02,3803.82,23894.2,0.34,0.34,0.34,0.34,1078.02,3831.47,1,2019-06-18
24959,1773,48,Female,0.0,self_employed,1020.0,2,398,2396.96,3815.38,4699.88,4359.58,543.26,564.72,263.5,671.69,4988.88,4634.24,0,2019-12-26
24960,1967,54,Male,0.0,self_employed,1589.0,2,68,3136.92,3136.92,3138.63,3004.45,0.26,0.26,0.26,0.26,3136.92,3136.92,0,NaT
24964,2285,71,Female,0.0,self_employed,272.0,2,267,4840.43,5323.04,5086.07,2449.05,24.24,24.3,143.21,0.36,5018.42,5316.09,0,2019-12-12
24970,1191,36,Female,0.0,self_employed,1020.0,1,19,4480.94,4907.48,4826.06,4359.43,0.44,0.44,633.31,416.27,4703.71,4945.39,0,2019-07-20
24971,2121,70,Male,0.0,retired,1400.0,2,869,1524.6,1310.31,1826.91,3445.75,714.64,0.36,0.36,0.36,1467.95,1310.31,0,2019-12-26
24975,1503,75,Female,0.0,retired,1271.0,2,1253,2560.08,2354.01,2329.59,2326.0,206.23,165.69,0.16,143.01,2440.93,2307.59,0,2019-12-25
24976,968,76,Male,0.0,retired,213.0,3,3957,1626.85,1341.13,1599.55,1395.22,285.83,185.83,0.11,571.54,1400.25,1736.07,0,2019-12-26
24978,2325,90,Male,0.0,self_employed,1111.0,2,88,7502.27,7220.54,7447.2,6834.32,282.11,282.11,0.39,558.96,7395.41,7466.97,0,2019-12-13
24979,1843,41,Female,0.0,salaried,685.0,2,805,6850.28,6820.28,6765.49,6943.62,0.03,130.03,0.03,0.03,6850.28,6771.62,0,2019-11-13
24980,1894,46,Male,3.0,self_employed,1525.0,2,146,902.77,902.77,3759.91,6717.53,0.63,0.63,0.63,8572.06,902.77,902.77,1,2019-03-27
24981,1805,54,Male,3.0,self_employed,6.0,3,1621,5077.36,5720.21,4929.17,2330.38,0.44,1429.01,643.3,857.59,5365.53,5314.68,0,2019-11-30
24982,1972,39,Female,0.0,self_employed,409.0,3,92,1921.93,1867.79,1698.1,1556.1,71.71,143.14,17.57,16.43,1876.32,1709.62,0,2019-12-21
24983,2076,36,Female,2.0,self_employed,1150.0,3,1379,2712.48,1357.48,2063.27,5058.9,1412.3,276.87,0.16,2.83,2316.69,1657.75,0,2019-12-20
24984,2246,26,Female,0.0,student,271.0,3,160,2822.49,3466.77,3396.44,3479.96,70.46,70.46,714.74,0.46,3473.52,3428.38,0,2019-12-18
24985,2053,10,Male,0.0,student,1020.0,2,356,2788.07,3123.78,3653.07,4242.64,0.37,0.37,357.51,2857.51,2935.85,3492.45,0,2019-08-20
24986,2123,30,Male,0.0,self_employed,698.0,3,231,2745.31,2759.6,2401.31,3941.49,0.63,917.77,0.63,0.63,2752.21,2588.54,0,2019-11-08
24987,2365,50,Male,3.0,salaried,1494.0,2,67,5342.57,5342.57,5456.21,5787.73,0.21,0.21,0.21,135.93,5342.57,5420.68,0,2019-05-22
24989,2009,55,Female,0.0,self_employed,169.0,2,33,1366.21,1172.17,1616.07,2398.55,0.03,135.74,494.3,1532.16,1463.02,1342.91,1,2019-11-02
24990,2303,42,Female,0.0,self_employed,409.0,2,293,3636.17,3636.17,3665.36,3838.92,0.29,27.07,0.29,0.29,3636.17,3635.31,0,2019-11-03
24991,2339,90,Female,0.0,self_employed,1020.0,2,60,7790.22,7790.22,8575.17,10007.11,0.47,0.47,0.47,559.01,7790.22,8198.67,0,2019-08-27
24992,2105,41,Female,2.0,self_employed,1598.0,2,2028,959.1,3537.05,3542.56,3269.82,0.17,1417.39,0.17,0.17,3181.47,3182.56,0,2019-11-22
24993,2128,46,Female,0.0,self_employed,623.0,1,21,5564.77,5364.65,5398.88,4895.21,203.09,0.59,2.97,0.59,5511.21,5364.65,0,2019-12-11
24998,2342,53,Female,0.0,self_employed,1020.0,2,80,1761.33,6618.34,4156.04,741.77,132.24,0.1,6063.71,714.39,4672.27,6779.63,1,2019-12-27
25000,2371,47,Male,2.0,self_employed,21.0,2,205,2429.71,1778.28,3689.34,1824.89,794.49,794.49,143.06,5714.49,2415.92,4756.05,0,2019-12-08
25001,2199,66,Male,2.0,self_employed,514.0,2,2497,1739.16,1924.95,1949.47,2487.05,0.34,0.34,186.13,186.13,1764.79,1948.92,0,NaT
25002,1506,74,Male,0.0,retired,318.0,3,434,2773.57,2773.57,2552.37,459.87,0.3,0.3,0.3,0.3,2773.57,2773.57,0,2019-08-04
25004,2119,51,Male,0.0,salaried,996.0,2,56,2220.3,2314.4,2376.59,3416.21,0.69,0.69,94.79,94.79,2233.28,2326.54,0,2019-04-28
25005,1908,49,Male,2.0,salaried,905.0,3,1380,2388.57,2415.85,2194.02,1124.89,1400.13,357.27,1401.8,7.67,2403.64,2357.13,0,2019-12-25
25007,1874,33,Male,0.0,salaried,1195.0,2,266,1880.67,1945.87,1693.31,1402.27,0.09,0.09,29.54,176.98,1906.91,1876.76,0,2019-09-05
25009,1806,63,Male,0.0,self_employed,1322.0,1,176,6707.21,6396.62,6334.15,23478.93,0.7,0.7,0.7,0.7,6592.81,6331.61,0,2019-07-12
25010,2085,14,Female,0.0,student,1084.0,2,357,5245.44,5131.15,5125.29,4756.6,0.24,0.24,0.24,0.24,5238.3,5120.55,0,NaT
25013,1985,41,Female,0.0,self_employed,1593.0,2,211,2496.24,2496.24,7064.91,2530.99,0.01,3397.91,0.01,11428.59,2496.24,9142.08,1,2019-11-09
25014,2386,46,Female,0.0,self_employed,1111.0,2,1603,2987.73,3592.3,4070.79,5493.38,0.36,0.36,604.64,954.27,3345.68,3973.27,0,2019-10-23
25017,1912,34,Female,0.0,self_employed,743.0,2,1523,5027.04,5126.96,5280.0,6013.65,0.24,0.24,0.24,0.24,5033.93,5160.43,0,2019-06-05
25018,1843,38,Male,0.0,self_employed,1267.0,3,2795,2821.32,2818.93,2817.74,2800.1,139.32,0.4,139.32,0.4,2815.37,2818.93,0,2019-12-14
25020,2102,46,Male,0.0,salaried,409.0,3,11,4523.06,4351.78,5023.89,5417.64,0.59,214.87,1078.94,954.01,4641.76,4781.01,0,2019-11-09
25021,1595,20,Male,0.0,student,1088.0,2,266,1986.9,1986.9,1986.9,1974.31,0.3,0.3,0.3,0.3,1986.9,1986.9,0,NaT
25022,1451,58,Male,0.0,self_employed,408.0,3,2727,1428.97,1428.97,1476.9,1630.78,0.4,0.4,0.4,0.4,1428.97,1428.97,0,2019-10-09
